GKGRECORDID,DATE,first_sentence
20181108004500-1867,2018-11-08,A turbulent day of trading for budget airline Wizz Air saw it swing from an 8 per cent loss to a rise of more than 8 per cent in the course of just a few hours.
20181108004500-2089,2018-11-08,Royal Mail has reshuffled its board and ousted the UK boss of post and parcels after a summer of turmoil.
20181108004500-2258,2018-11-08,"The bosses of Britain's biggest builders have been paid more than £230million since the Help to Buy scheme was launched five years ago, the Mail can reveal."
20181108004500-33,2018-11-08,Losses at handbag maker Mulberry rose in the first half of the year as it was hit by the House of Fraser crisis.
20181108004500-82,2018-11-08,Redrow chairman and founder Steve Morgan is to step down from the housebuilder he set up in 1974.
20181108100000-1120,2018-11-08,The FTSE 100 closed up 23.40 points at 7140.68 and the pound was at $1.31 against the dollar.
20181108124500-1198,2018-11-08,"Plans to build a new nuclear energy plant in Cumbria have been scrapped after Japan-based conglomerate Toshiba axed NuGen, the British unit behind the project."
20181108143000-196,2018-11-08,Sainsbury'sclaims its balance sheet has been given a boost by the inclusion of Argos shops inside its stores.
20181109001500-1856,2018-11-09,Workers are being urged to go online and check how happy they are in a move that could boost the British economy.
20181109001500-1905,2018-11-09,AstraZenecaboss Pascal Soriot hailed a turning point as his firm reported rising sales of its drugs.
20181109001500-2347,2018-11-09,Sainsbury's has been criticised for letting standards slip as it revealed sluggish sales growth and plunging profits.
20181109001500-2494,2018-11-09,Accountants KPMG will stop doing consulting work for top British companies where it is the auditor to avoid conflicts of interest following a string of scandals.
20181109001500-2547,2018-11-09,"Bombardier has refused to rule out job cuts in the UK as the aerospace firm announced plans to axe 5,000 roles."
20181109001500-397,2018-11-09,Superdry is pinning its hopes on a run of colder weather to boost sales after a scorching summer.
20181109001500-673,2018-11-09,A new children's craze known as 'Squishies' has helped High Street retailer The Works drive sales higher.
20181109001500-695,2018-11-09,Burberry has shrugged off fears of a slowdown in China after selling out of a range of £290 T-shirts in the country within hours.
20181109001500-964,2018-11-09,"FULL THROTTLEOnline car marketplace Auto Trader has raised its full-year expectations, after what its boss called a ‘great’ first half."
20181109100000-2033,2018-11-09,The FTSE 100 closed down 35.34 at 7105.34 and the pound was at $1.30 against the dollar.
20181109100000-3,2018-11-09,"Social media influencers, the press, consumers and buyers have givenBurberry'srefreshed 'creative vision' the seal of approval, the high-end fashion retailer claims."
20181109150000-2104,2018-11-09,AO World has struck a 'game-changer' multi-million pound deal to acquire online phone retailer Mobile Phones Direct to boost its mobile supply offering before the introduction of the 5G network.
20181109150000-2115,2018-11-09,The merger between energy giants Npower and SSE could be left in a 'shambles' after the two firms announced they are re-negotiating the terms of their planned union.
20181110001500-1169,2018-11-10,A fifth of Gourmet Burger Kitchen’s branches are to close after creditors approved its restructuring plan yesterday.
20181110001500-1533,2018-11-10,Buying shares when they look cheap in the hope they’ll be worth more later may seem like one of the most basic tenets of investing.
20181110001500-1561,2018-11-10,Investors in a Chinese company are being showered with meat after the business ran out of money to repay them.
20181110001500-1636,2018-11-10,"Breakdown service AA has tanked after brokers released a report on the company, criticising a hidden cheap policy which could 'cannibalise' its revenues."
20181110001500-1940,2018-11-10,Petrol stations have been encouraged to slash fuel prices after oil fell below $70 a barrel for the first time since April.
20181110001500-1945,2018-11-10,"Vodafonefaces a battle to protect its £3.5billion dividend as it grapples with debts, costly network investments and price wars."
20181110001500-2422,2018-11-10,Some of Britain's biggest supermarkets have won a long-running £400million legal dispute over business rates paid on cash machines.
20181110001500-84,2018-11-10,"MISSING CASHMyanmar-focused social media app Mysquar, which is investigating accounting irregularities, has said £900,000 has gone missing from company funds."
20181111150000-765,2018-11-11,Energy giants SSE and Npower could be forced to invest up to an extra £1 billion to seal their proposed merger.
20181112001500-1169,2018-11-12,A group of MPs have ramped up pressure on regulators to punish the directors of companies which collapse after accounting irregularities.
20181112001500-1202,2018-11-12,Fund manager Neil Woodford has dumped around £1.4billion worth of shares in the past six months to raise money as unhappy investors pull money from his underperforming funds.
20181112001500-81,2018-11-12,"LAST ORDERSCocktail chain Dirty Martini, which has bars in London, Manchester, Leeds and Cardiff, is for sale."
20181112150000-1011,2018-11-12,"Engineering group Babcock has hit back at accusations by a secretive research firm, saying it continued to be in good financial health and in good relations with the UK Government, its largest customer."
20181112150000-62,2018-11-12,"Diageo is selling its Parrot Bay rum and another 18 drinks brands to US firm Sazerac in a $550million deal, as it continues to shift its focus towards its higher-end labels like Johnnie Walker whisky."
20181113004500-16,2018-11-13,Marks & Spencer is overhauling its clothing range as it targets customers in their 50s who want to dress like they are in their 30s.
20181113004500-2027,2018-11-13,"The amount of debt in the UK is set to rocket by almost a third to £6.7 trillion by 2023, taking it back to levels not seen since the financial crisis."
20181113004500-2253,2018-11-13,The former chief executive of Stobart Group yesterday denied claims he conspired against the company as the most explosive boardroom bust-up of the year went to trial at the High Court.
20181113004500-2626,2018-11-13,Babcock has hit back at 'false and malicious' claims made against it by a shadowy research firm.
20181113004500-2692,2018-11-13,The animation studio behind Wallace & Gromit is handing ownership of the business to its employees.
20181113100000-1744,2018-11-13,"The Restaurant Group, owner of the Frankie & Benny's and Chiquito chains among others, plans to raise £315million through a discounted rights issue to fund its acquisition of Wagamama."
20181113100000-394,2018-11-13,Diageo has sold 19 drinks brands to US rival Sazerac for £428m.
20181113100000-524,2018-11-13,The husband and wife behind upmarket chocolate company Montezuma's are set for a multi-million pound pay-out after selling the firm to a private equity house.
20181113100000-609,2018-11-13,Dignity shares plunged after a funeral price war took a toll on the company's profits.
20181113143000-936,2018-11-13,Telecoms giantVodafonehas reported a £6.8billion loss for the six months to the end of September and frozen its dividend payment at 13p per share.
20181113151500-1062,2018-11-13,"Premier Foods, the food giant behind Mr Kipling cakes and Bisto gravy, said it will start stockpiling ingredients to protect itself from possible delays at ports in the event of a no-deal Brexit."
20181113191500-382,2018-11-13,Shares in Interserve slumped 20 per cent today on reports that the troubled outsourcer could be on the brink of collapse.
20181114001500-1539,2018-11-14,Interserve is braced for a make-or-break winter as investors fear for its finances.
20181114001500-2581,2018-11-14,Vodafone shares jumped after its chief executive vowed to slash costs and protect the £3.4billion dividend.
20181114001500-279,2018-11-14,Budget retailer B&M left shareholders feeling glum as it revealed UK sales were flat in the six months to September.
